employee_id,age,gender,education_level,experience_years,job_role,company_type,working_hours_per_day,projects_handled,overtime_hours,work_pressure_score,deadline_frequency,work_life_balance,remote_work,team_size,manager_support,job_satisfaction,mental_fatigue_score,stress_level,sleep_hours,physical_activity,health_issues,burnout_score
13340,29,Female,Master,13,ML Engineer,Startup,8,3,22,3,Low,5,No,12,4,3,7.3,2,7.9,Yes,No,0.183
13341,34,Female,Master,33,Data Analyst,Startup,9,3,26,9,Medium,2,No,8,1,2,0.4,3,7.4,Yes,No,0.482
13342,29,Male,PhD,16,Data Analyst,Startup,8,1,8,6,Medium,1,No,11,3,4,7.4,3,5.9,No,No,0.583
13343,51,Female,Master,34,ML Engineer,Corporate,8,3,7,2,Low,1,Yes,15,5,5,8.3,3,8.1,No,No,0.426
13344,53,Female,Master,0,Data Analyst,MNC,7,3,7,10,High,4,Yes,18,3,2,0.7,3,7.2,No,Yes,0.238
13345,57,Male,Master,14,HR Executive,MNC,10,6,2,2,Low,4,No,18,2,3,3.2,2,6.3,Yes,Yes,0.276
13346,51,Female,Bachelor,18,ML Engineer,Corporate,8,6,25,1,High,2,No,7,4,2,7.9,3,4.8,No,Yes,0.554
13347,22,Female,Master,4,Project Manager,Corporate,6,4,19,5,Low,2,Yes,13,3,5,4.9,5,7.4,No,No,0.348
13348,38,Female,Bachelor,18,ML Engineer,MNC,11,3,3,10,High,3,No,17,5,1,6.9,2,6.0,No,Yes,0.897
13349,41,Female,Bachelor,4,Software Engineer,MNC,10,3,16,6,Low,2,Yes,10,1,5,5.0,3,5.7,No,Yes,0.583
13350,45,Male,Master,11,HR Executive,Startup,7,4,5,3,High,5,Yes,17,4,2,9.8,3,5.7,No,Yes,0.463
13351,43,Female,Master,18,Project Manager,MNC,10,3,1,4,High,3,No,13,2,4,9.4,5,4.5,Yes,No,0.909
13352,50,Male,PhD,11,Data Analyst,Startup,10,3,8,5,Low,2,Yes,15,5,1,2.8,1,7.5,Yes,Yes,0.308
13353,43,Female,Bachelor,11,Software Engineer,Startup,8,5,13,4,Low,5,Yes,4,4,5,3.9,1,5.1,Yes,No,0.0
13354,30,Female,Bachelor,17,Software Engineer,MNC,6,1,0,9,Medium,5,Yes,4,5,4,4.3,5,6.6,No,No,0.525
13355,58,Female,Bachelor,33,HR Executive,Startup,8,4,16,3,High,3,No,14,2,5,1.0,1,4.6,No,No,0.0
13356,31,Male,Bachelor,32,Project Manager,Startup,6,5,10,5,Low,3,Yes,11,2,3,4.0,4,7.0,No,Yes,0.31
13357,57,Female,Bachelor,17,Software Engineer,Corporate,6,6,28,7,Medium,5,Yes,17,1,4,7.7,4,6.0,No,Yes,0.453
13358,58,Female,Bachelor,28,Project Manager,MNC,9,2,25,7,Low,4,Yes,9,4,3,8.5,4,7.0,No,Yes,0.697
13359,49,Male,Bachelor,4,Project Manager,Corporate,8,2,26,6,High,3,No,16,1,1,8.9,1,4.9,No,No,0.916
13360,49,Male,Bachelor,24,Software Engineer,Startup,7,6,5,9,Low,1,No,19,1,1,0.1,4,5.6,Yes,Yes,0.625
13361,42,Male,Bachelor,23,Project Manager,Startup,11,1,28,7,Low,4,No,4,1,1,7.9,4,4.9,Yes,No,1.0
13362,45,Male,Master,28,HR Executive,Corporate,10,2,0,4,Medium,1,No,11,3,1,5.0,1,7.1,No,No,0.484
13363,23,Female,Bachelor,32,Software Engineer,Corporate,9,1,27,10,Low,2,Yes,15,2,3,2.1,5,4.9,Yes,Yes,0.779
13364,29,Female,Master,9,HR Executive,Corporate,7,2,18,9,Medium,3,Yes,7,1,3,5.0,2,7.0,Yes,Yes,0.638
13365,48,Female,Master,32,HR Executive,Startup,11,2,15,6,High,3,Yes,6,3,2,8.4,4,5.0,No,No,0.997
13366,43,Female,Bachelor,22,Project Manager,MNC,11,5,25,1,High,5,Yes,3,3,2,4.3,1,8.3,Yes,No,0.025
13367,58,Male,PhD,10,Project Manager,Startup,8,2,17,9,Low,3,No,11,3,3,9.9,2,6.2,Yes,Yes,0.858
13368,48,Female,Master,23,Software Engineer,Corporate,6,6,28,7,Medium,1,No,18,1,1,6.2,2,5.0,No,No,0.785
13369,50,Female,Master,23,Data Analyst,MNC,8,1,10,6,High,4,No,5,3,2,4.9,3,4.7,No,Yes,0.468
13370,24,Female,Bachelor,6,Software Engineer,Corporate,11,3,8,6,Low,2,Yes,5,1,4,2.9,2,5.8,Yes,No,0.498
13371,34,Female,Master,20,HR Executive,Startup,8,3,20,4,Low,4,No,9,4,3,0.1,4,8.1,No,Yes,0.0
13372,31,Male,Master,19,Project Manager,MNC,9,3,5,4,Low,1,No,9,2,4,6.1,5,5.1,No,No,0.702
13373,57,Female,Bachelor,9,HR Executive,MNC,7,1,1,3,Low,2,Yes,18,5,1,5.8,4,7.7,No,Yes,0.406
13374,30,Female,Bachelor,24,ML Engineer,Startup,11,1,7,8,Low,5,Yes,6,1,3,5.2,3,6.2,No,No,0.649
13375,48,Female,Bachelor,14,ML Engineer,Corporate,9,3,21,8,Medium,3,Yes,15,2,2,5.4,2,7.7,Yes,Yes,0.633
13376,55,Male,Master,5,HR Executive,Corporate,7,6,15,2,Low,3,No,12,1,2,8.4,3,8.0,Yes,No,0.507
13377,22,Male,Bachelor,1,Data Analyst,Corporate,9,2,26,5,Low,5,Yes,4,4,4,3.2,4,8.5,Yes,Yes,0.162
13378,53,Female,Master,11,Data Analyst,Startup,10,3,27,9,Low,1,No,16,2,3,5.5,4,4.8,Yes,No,0.982
13379,46,Female,Bachelor,3,Software Engineer,Corporate,6,4,7,9,Low,5,No,8,2,1,6.8,4,7.7,No,No,0.683
13380,50,Female,Master,22,Software Engineer,MNC,6,1,7,7,Low,1,Yes,15,3,5,2.1,5,4.8,No,Yes,0.498
13381,28,Male,Bachelor,12,Software Engineer,Corporate,6,4,13,4,Low,2,No,14,1,5,9.2,4,5.8,Yes,No,0.532
13382,24,Female,Bachelor,16,Project Manager,Corporate,10,4,0,4,Low,4,No,14,1,1,7.4,4,7.1,Yes,No,0.644
13383,41,Female,Master,30,Data Analyst,MNC,11,1,6,10,High,4,Yes,14,5,2,0.5,2,6.3,No,No,0.355
13384,41,Female,Bachelor,15,HR Executive,MNC,11,3,1,7,High,5,No,13,3,5,8.7,5,6.8,No,No,0.685
13385,51,Male,Bachelor,25,ML Engineer,Corporate,10,6,14,3,Low,3,No,16,3,1,9.3,2,8.4,Yes,Yes,0.567
13386,56,Female,Bachelor,27,Data Analyst,MNC,6,5,26,3,Medium,5,No,6,5,4,7.9,3,7.8,No,No,0.156
13387,56,Female,Master,0,Data Analyst,Startup,6,4,23,5,Low,3,Yes,15,3,2,4.3,1,6.0,No,Yes,0.226
13388,48,Male,PhD,11,Data Analyst,MNC,7,3,27,6,Medium,5,No,10,3,1,9.9,2,6.9,No,Yes,0.603
13389,47,Male,Master,19,Software Engineer,Startup,7,5,17,8,Medium,5,Yes,5,4,4,1.2,5,4.7,No,Yes,0.337
13390,35,Female,Bachelor,1,Project Manager,MNC,8,4,3,1,Medium,4,Yes,16,2,3,5.4,2,6.3,Yes,Yes,0.188
13391,38,Male,Bachelor,14,HR Executive,Startup,9,3,17,7,Medium,3,No,13,5,5,1.7,1,6.9,Yes,No,0.062
13392,39,Female,Master,21,Software Engineer,Startup,7,4,28,8,Medium,4,Yes,15,4,5,4.4,2,7.4,Yes,Yes,0.196
13393,50,Male,Master,31,Project Manager,Corporate,7,3,22,5,High,3,No,8,4,5,9.3,1,8.1,Yes,No,0.302
13394,41,Male,Bachelor,19,Data Analyst,MNC,7,6,4,10,Low,2,Yes,3,4,1,7.9,5,5.6,No,Yes,1.0
13395,48,Female,Bachelor,32,Project Manager,MNC,7,2,28,2,High,2,Yes,4,3,3,7.8,2,8.1,No,Yes,0.252
13396,39,Female,Bachelor,14,Software Engineer,MNC,10,2,26,4,High,2,No,9,5,1,3.5,5,7.1,No,Yes,0.51
13397,25,Female,Master,2,Data Analyst,Startup,8,1,15,6,Low,1,Yes,7,3,1,9.3,5,4.8,Yes,Yes,0.933
13398,22,Male,Bachelor,28,Software Engineer,Corporate,7,5,12,9,High,4,No,4,3,3,3.7,3,6.0,Yes,No,0.421
13399,22,Female,Master,26,HR Executive,MNC,11,4,26,2,Low,4,No,5,4,4,0.4,3,6.4,No,Yes,0.0
13400,47,Female,Bachelor,4,Data Analyst,Corporate,9,4,8,4,Low,2,No,12,1,2,6.4,2,5.9,No,No,0.565
13401,41,Female,Bachelor,30,Project Manager,Corporate,7,3,4,10,Low,5,No,12,5,5,3.6,2,5.0,Yes,Yes,0.321
13402,44,Female,Bachelor,21,Software Engineer,Startup,10,5,26,5,Low,4,No,10,5,3,1.5,5,6.7,Yes,Yes,0.199
13403,31,Female,Bachelor,34,ML Engineer,MNC,11,4,7,8,Medium,3,Yes,11,4,4,9.3,3,5.0,Yes,Yes,0.846
13404,32,Male,Bachelor,6,Project Manager,Corporate,6,5,17,8,Medium,4,No,4,4,3,6.4,2,8.2,No,Yes,0.408
13405,26,Female,Bachelor,5,Project Manager,MNC,6,5,2,2,High,4,No,5,2,2,9.4,2,8.0,Yes,Yes,0.374
13406,22,Female,Bachelor,25,Data Analyst,MNC,8,2,5,6,Low,3,No,18,4,3,5.8,2,6.4,No,No,0.427
13407,38,Male,Bachelor,0,Project Manager,MNC,6,4,10,6,Low,2,No,6,3,3,0.6,3,4.8,Yes,Yes,0.108
13408,43,Female,Bachelor,18,Software Engineer,Corporate,7,4,22,5,Low,2,Yes,8,4,4,0.3,2,6.7,Yes,No,0.023
13409,55,Female,PhD,6,ML Engineer,Startup,10,1,13,8,Low,3,Yes,15,5,5,9.0,5,6.9,Yes,Yes,0.868
13410,50,Female,Master,11,HR Executive,Startup,8,5,25,10,Medium,4,Yes,8,1,5,0.4,2,8.1,Yes,Yes,0.159
13411,25,Female,Master,19,ML Engineer,Corporate,11,3,23,2,Medium,4,Yes,12,1,4,6.2,4,4.8,Yes,No,0.426
13412,26,Female,Bachelor,22,Software Engineer,MNC,7,2,18,2,Medium,2,No,19,3,4,3.0,1,7.3,No,Yes,0.0
13413,32,Male,Bachelor,24,Data Analyst,MNC,6,1,6,7,High,1,No,10,1,1,6.9,5,6.8,No,Yes,0.919
13414,42,Male,Bachelor,29,Software Engineer,Startup,9,2,23,9,Low,2,No,11,4,1,2.8,2,5.2,Yes,Yes,0.63
13415,56,Male,Master,28,Project Manager,Corporate,7,3,9,3,Medium,3,No,4,1,2,0.4,4,5.0,Yes,No,0.169
13416,33,Female,Bachelor,30,Data Analyst,Corporate,9,1,14,7,Medium,1,No,19,4,1,7.3,3,7.3,No,No,0.81
13417,47,Male,Bachelor,17,HR Executive,Startup,11,2,5,3,Low,1,No,13,2,1,3.1,5,5.9,No,No,0.704
13418,40,Female,Master,18,HR Executive,Corporate,9,3,19,6,Medium,3,No,5,5,3,5.5,5,8.5,No,Yes,0.448
13419,28,Female,Bachelor,3,Software Engineer,Corporate,11,6,28,3,Low,5,No,11,3,3,7.7,2,8.1,No,Yes,0.409
13420,28,Female,Bachelor,0,Project Manager,Startup,8,1,5,1,Low,2,No,10,2,4,7.0,3,6.8,Yes,Yes,0.332
13421,47,Male,Bachelor,14,HR Executive,Startup,10,3,15,6,Medium,4,No,9,1,5,3.5,2,7.1,No,Yes,0.34
13422,26,Male,Master,7,ML Engineer,Corporate,6,1,8,3,High,2,Yes,9,3,2,7.5,4,5.1,No,Yes,0.562
13423,42,Male,Master,14,Data Analyst,Corporate,6,4,18,1,Low,3,Yes,10,4,1,9.3,1,8.1,Yes,No,0.205
13424,35,Female,Bachelor,14,ML Engineer,Startup,7,4,17,5,High,4,No,7,2,3,6.1,3,6.3,No,Yes,0.266
13425,25,Male,Bachelor,21,HR Executive,Startup,6,2,4,8,Medium,5,No,5,5,5,7.0,1,6.6,Yes,No,0.212
13426,44,Female,Master,17,HR Executive,MNC,8,5,15,8,Low,3,Yes,4,5,1,8.7,4,8.0,No,No,0.785
13427,41,Male,Bachelor,15,Software Engineer,Corporate,6,6,6,8,Low,2,No,16,2,5,8.4,5,4.5,No,Yes,0.899
13428,36,Male,Master,1,Software Engineer,Corporate,7,5,18,3,Medium,1,No,4,2,3,3.5,4,6.5,No,Yes,0.266
13429,50,Female,Master,19,Data Analyst,Startup,6,3,4,8,High,3,No,12,2,4,9.9,1,7.0,No,Yes,0.586
13430,29,Female,Bachelor,15,Software Engineer,Startup,10,1,19,4,Medium,3,No,12,1,1,0.3,3,5.1,Yes,No,0.267
13431,40,Male,Bachelor,2,Project Manager,MNC,11,4,10,8,Medium,2,No,19,5,1,9.9,2,4.8,No,No,0.953
13432,49,Male,Master,29,Data Analyst,MNC,9,5,22,3,Medium,5,Yes,4,5,2,2.5,1,6.6,No,No,0.03
13433,48,Male,Bachelor,1,Project Manager,Startup,9,4,17,3,High,2,No,3,1,1,4.4,3,6.7,Yes,No,0.494
13434,25,Female,Bachelor,34,Software Engineer,Corporate,11,6,27,1,Low,2,Yes,6,3,3,8.8,1,5.8,Yes,No,0.633
13435,36,Female,Master,25,Data Analyst,MNC,9,3,26,8,Low,5,No,3,5,5,2.4,5,8.0,No,Yes,0.188
13436,56,Male,Bachelor,4,HR Executive,Startup,10,6,28,8,Medium,5,No,19,3,5,2.2,5,5.7,No,No,0.455
13437,58,Male,Bachelor,1,ML Engineer,Startup,8,6,6,9,Medium,3,No,5,3,4,6.4,2,6.6,Yes,Yes,0.508
13438,22,Female,Bachelor,19,HR Executive,Startup,7,3,27,6,High,1,Yes,4,3,4,7.1,5,5.2,No,No,0.812
13439,24,Male,Master,33,Project Manager,Corporate,10,1,17,2,Medium,2,Yes,6,5,3,0.1,4,4.5,No,Yes,0.09
13440,45,Female,Bachelor,33,HR Executive,Startup,7,6,2,1,High,1,No,5,4,5,4.5,2,6.2,Yes,No,0.051
13441,48,Female,PhD,19,HR Executive,Startup,8,5,4,8,High,5,Yes,14,3,4,4.9,1,6.6,Yes,No,0.292
13442,57,Female,Master,24,ML Engineer,Corporate,10,3,22,10,High,5,Yes,18,4,4,2.7,4,7.6,No,No,0.462
13443,55,Female,Bachelor,19,ML Engineer,Startup,6,3,12,4,Medium,2,Yes,13,1,2,5.5,3,6.3,No,No,0.5
13444,50,Female,Bachelor,24,HR Executive,Startup,8,4,15,7,Low,3,No,12,4,2,1.5,1,5.6,Yes,No,0.273
13445,45,Female,Bachelor,13,ML Engineer,MNC,9,2,21,10,High,2,Yes,12,4,3,3.2,5,6.9,No,Yes,0.72
13446,45,Male,Master,11,HR Executive,Startup,10,6,11,4,Low,3,Yes,5,2,3,7.1,1,6.0,Yes,No,0.542
13447,25,Female,Master,4,Data Analyst,Corporate,8,5,6,1,High,4,Yes,8,3,3,8.7,5,5.4,Yes,Yes,0.503
13448,24,Female,Master,1,HR Executive,MNC,8,1,26,8,Medium,3,No,16,5,3,5.9,4,8.1,Yes,Yes,0.567
13449,55,Male,Bachelor,15,Software Engineer,Startup,10,6,21,10,High,2,Yes,14,2,5,0.7,4,6.6,No,Yes,0.491
13450,44,Female,Master,29,ML Engineer,Corporate,9,1,12,9,High,2,Yes,10,4,1,6.8,4,5.3,Yes,Yes,0.927
13451,44,Male,Bachelor,23,ML Engineer,Startup,11,4,27,10,Low,3,No,4,1,3,9.0,2,7.2,Yes,No,0.976
13452,26,Female,Master,29,Project Manager,MNC,9,6,0,9,Medium,1,No,11,5,2,5.0,5,7.7,No,No,0.721
13453,52,Male,Master,10,Project Manager,Corporate,8,1,14,9,High,3,No,16,1,1,4.9,1,7.5,Yes,No,0.63
13454,27,Male,Bachelor,13,Software Engineer,MNC,7,6,20,4,Medium,4,Yes,3,4,1,9.9,1,6.9,Yes,No,0.533
13455,58,Female,Bachelor,22,ML Engineer,Corporate,11,3,11,9,Low,4,No,5,1,5,6.4,1,6.6,Yes,Yes,0.64
13456,31,Female,Master,15,ML Engineer,Corporate,11,6,16,4,Medium,1,No,8,2,4,8.1,2,7.6,Yes,No,0.568
13457,28,Female,Master,20,Project Manager,Startup,8,5,22,2,Medium,4,Yes,15,1,1,6.5,2,7.3,Yes,Yes,0.412
13458,59,Female,Bachelor,3,Project Manager,Corporate,10,6,19,10,Low,2,No,13,2,5,2.2,5,6.8,No,Yes,0.623
13459,42,Male,Bachelor,32,HR Executive,Corporate,10,1,4,3,High,1,Yes,17,3,5,2.8,2,7.1,Yes,Yes,0.226
13460,41,Male,Master,13,ML Engineer,Startup,10,5,16,2,High,1,No,8,5,5,6.7,4,5.2,Yes,Yes,0.526
13461,24,Male,Bachelor,18,ML Engineer,Corporate,9,1,23,1,Medium,1,No,17,1,3,4.6,1,4.6,No,Yes,0.435
13462,43,Female,Bachelor,4,HR Executive,Corporate,6,2,14,6,High,3,Yes,16,2,4,4.0,4,8.2,No,No,0.289
13463,25,Male,Bachelor,30,ML Engineer,Corporate,10,2,19,4,Low,3,Yes,7,4,3,0.2,2,8.2,Yes,Yes,0.005
13464,49,Female,Bachelor,17,Software Engineer,Corporate,10,5,18,7,Medium,1,Yes,13,4,2,8.8,1,7.7,Yes,Yes,0.874
13465,33,Female,Master,30,Project Manager,Startup,11,2,0,7,Medium,4,Yes,15,2,4,8.8,3,6.0,Yes,No,0.773
13466,59,Male,PhD,29,Project Manager,Startup,7,2,3,10,High,2,No,15,5,3,4.6,4,5.1,No,Yes,0.76
13467,57,Female,Master,20,Project Manager,MNC,7,3,2,1,High,2,No,6,3,4,7.0,3,5.9,No,No,0.348
13468,26,Male,Bachelor,29,Data Analyst,Corporate,8,1,7,9,High,3,Yes,11,3,2,1.8,5,7.4,Yes,No,0.589
13469,34,Female,Master,3,Software Engineer,Startup,8,2,8,8,Medium,5,No,15,5,3,5.0,4,5.8,No,Yes,0.377
13470,44,Male,Bachelor,4,Software Engineer,Corporate,8,5,11,10,High,1,Yes,10,1,4,4.4,1,7.7,No,Yes,0.538
13471,51,Female,Bachelor,9,HR Executive,Startup,10,3,4,1,Medium,5,No,13,2,2,6.6,1,7.2,Yes,Yes,0.161
13472,58,Male,PhD,26,Data Analyst,MNC,7,2,8,8,High,2,Yes,3,3,5,4.7,3,7.0,No,No,0.37
13473,46,Male,Bachelor,15,ML Engineer,Corporate,8,6,0,5,Medium,3,Yes,11,5,4,5.0,1,8.2,Yes,Yes,0.188
13474,48,Female,PhD,29,Software Engineer,MNC,7,5,22,1,Medium,3,Yes,4,3,2,3.0,4,8.1,No,Yes,0.064
13475,35,Female,Bachelor,12,Data Analyst,MNC,10,1,10,4,Medium,3,Yes,6,3,5,0.5,2,7.3,Yes,Yes,0.0
13476,57,Male,Master,20,Data Analyst,MNC,11,6,29,7,High,3,No,6,1,2,9.2,2,5.3,No,No,0.868
13477,37,Female,Bachelor,14,Software Engineer,Startup,10,2,6,5,High,3,Yes,3,3,1,0.1,1,8.3,No,No,0.09
13478,43,Female,Bachelor,19,HR Executive,Corporate,8,5,21,3,Low,1,Yes,16,2,2,2.8,5,5.4,No,Yes,0.494
13479,42,Female,Bachelor,19,Data Analyst,Startup,10,6,19,4,Medium,5,No,15,5,3,4.5,4,6.0,No,No,0.212
13480,42,Male,Master,4,Project Manager,Startup,10,5,28,2,High,2,No,10,1,3,3.2,5,7.8,Yes,Yes,0.338
13481,29,Male,Master,31,Data Analyst,Corporate,7,4,26,8,Low,2,Yes,8,1,3,5.5,3,5.3,Yes,Yes,0.844
13482,37,Female,Master,5,ML Engineer,Corporate,6,6,24,2,Low,3,No,19,5,3,4.6,1,7.1,Yes,Yes,0.0
13483,52,Female,Master,29,Software Engineer,Corporate,9,5,13,6,High,3,No,13,2,1,2.6,3,6.3,No,No,0.407
13484,31,Male,Master,25,ML Engineer,Corporate,8,6,2,7,Medium,3,Yes,17,3,1,0.9,5,7.0,Yes,No,0.441
13485,53,Female,Bachelor,12,HR Executive,Startup,6,4,26,7,Low,4,Yes,9,3,1,1.4,4,8.3,No,No,0.201
13486,55,Male,Bachelor,28,Project Manager,Corporate,11,1,10,1,Low,2,Yes,10,2,5,4.9,5,7.7,Yes,No,0.328
13487,30,Female,Master,4,Software Engineer,Corporate,8,1,16,8,Medium,3,No,13,4,4,8.5,2,5.7,Yes,No,0.631
13488,38,Female,Master,24,Data Analyst,Corporate,6,3,17,9,High,5,No,4,5,3,1.0,5,4.7,No,Yes,0.238
13489,32,Female,Master,12,Project Manager,MNC,10,6,18,7,Medium,4,No,13,2,4,6.8,5,8.4,Yes,No,0.671
13490,53,Male,Bachelor,23,Data Analyst,Corporate,8,4,17,8,Medium,1,Yes,16,3,3,7.9,5,6.8,Yes,Yes,0.911
13491,31,Male,Bachelor,30,HR Executive,Corporate,6,5,5,4,High,4,Yes,15,5,3,2.8,5,5.2,No,No,0.145
13492,43,Male,PhD,19,Software Engineer,Startup,9,3,28,8,Low,4,No,10,5,3,6.7,4,7.0,Yes,Yes,0.654
13493,38,Male,Master,7,HR Executive,MNC,10,6,14,3,Medium,4,Yes,14,3,1,6.9,1,4.7,Yes,Yes,0.514
13494,25,Female,Bachelor,8,HR Executive,Startup,8,3,29,1,Low,5,No,11,2,5,7.1,4,5.3,No,Yes,0.213
13495,46,Female,Master,20,HR Executive,MNC,11,6,6,8,Low,2,No,12,4,3,8.9,3,7.0,Yes,No,0.889
13496,42,Male,PhD,19,HR Executive,Startup,11,1,4,6,Low,3,Yes,13,5,3,4.0,2,6.1,No,Yes,0.434
13497,58,Female,Bachelor,14,Data Analyst,Startup,8,5,4,9,High,5,Yes,13,5,3,2.4,1,5.8,No,No,0.248
13498,59,Female,Master,25,ML Engineer,Corporate,6,4,6,3,Low,5,No,18,5,2,5.4,2,7.1,Yes,No,0.0
13499,22,Male,PhD,10,Data Analyst,Corporate,8,1,21,8,Medium,3,Yes,11,2,3,0.6,2,8.0,Yes,No,0.147
13500,46,Female,PhD,10,Project Manager,MNC,10,3,11,9,Medium,4,Yes,5,5,1,3.3,1,7.2,No,Yes,0.38
13501,57,Female,PhD,26,HR Executive,MNC,7,2,7,9,Medium,1,Yes,6,3,1,8.8,1,6.4,Yes,No,0.933
13502,38,Male,Master,29,Project Manager,MNC,11,3,24,7,High,4,Yes,12,3,4,5.3,3,7.1,Yes,No,0.491
13503,45,Female,Bachelor,18,Data Analyst,Corporate,6,2,17,10,Medium,4,Yes,15,1,1,4.4,4,7.3,No,Yes,0.57
13504,23,Female,Bachelor,33,HR Executive,Startup,9,6,27,3,High,2,Yes,3,5,4,2.7,1,7.6,Yes,Yes,0.064
13505,36,Female,Bachelor,22,Data Analyst,MNC,8,1,17,3,Low,4,No,14,4,5,2.5,3,5.7,No,Yes,0.0
13506,53,Male,Bachelor,0,HR Executive,Corporate,10,6,16,2,Low,1,Yes,13,1,2,2.4,5,5.0,No,Yes,0.508
13507,27,Male,Bachelor,2,Data Analyst,Corporate,8,4,22,1,High,5,No,7,5,1,8.3,1,7.2,No,Yes,0.1
13508,22,Female,Bachelor,2,Software Engineer,Startup,9,5,10,2,High,4,No,4,5,3,9.9,4,5.0,No,No,0.602
13509,44,Female,Bachelor,27,ML Engineer,Startup,10,2,14,5,High,5,No,19,2,5,5.3,5,6.3,No,No,0.446
13510,38,Female,Bachelor,13,ML Engineer,Corporate,9,5,29,1,Low,2,Yes,19,2,3,0.8,5,5.4,No,No,0.23
13511,55,Male,Master,29,HR Executive,Startup,10,6,19,10,High,1,No,17,3,4,7.5,5,5.8,Yes,No,1.0
13512,50,Male,Bachelor,4,Software Engineer,Startup,7,1,24,4,Low,3,Yes,6,1,4,8.8,5,6.4,Yes,Yes,0.755
13513,30,Male,Master,14,Project Manager,Corporate,11,1,5,10,Low,3,No,13,1,2,9.3,2,8.1,No,Yes,0.995
13514,34,Female,Master,13,Software Engineer,MNC,10,6,11,10,Medium,2,No,3,1,5,6.3,4,7.2,Yes,Yes,0.901
13515,27,Female,Bachelor,13,HR Executive,MNC,9,6,22,1,Low,1,No,12,3,4,5.1,3,5.2,Yes,Yes,0.346
13516,27,Female,PhD,7,Software Engineer,Corporate,6,1,28,10,High,5,Yes,17,4,3,6.2,1,8.0,No,Yes,0.326
13517,41,Female,Master,7,Project Manager,MNC,11,4,6,8,High,2,No,6,4,1,0.1,3,6.5,No,No,0.488
13518,24,Female,Bachelor,18,HR Executive,Corporate,7,2,7,5,High,4,No,8,4,1,6.6,2,5.3,No,Yes,0.577
13519,38,Male,Bachelor,31,ML Engineer,Corporate,8,5,3,10,Low,5,Yes,4,1,5,7.1,5,6.6,Yes,Yes,0.762
13520,33,Female,Bachelor,30,Software Engineer,Startup,7,3,2,4,Low,4,No,15,5,5,7.2,1,5.3,Yes,No,0.163
13521,22,Female,Bachelor,28,ML Engineer,MNC,7,6,2,3,Medium,4,No,4,1,4,5.6,4,6.0,Yes,Yes,0.391
13522,38,Female,Bachelor,10,ML Engineer,Corporate,8,6,9,9,Medium,5,No,15,5,1,7.0,1,7.7,No,Yes,0.377
13523,24,Male,Master,12,Data Analyst,MNC,10,1,23,6,High,4,No,17,2,2,6.4,1,7.1,Yes,No,0.663
13524,47,Female,PhD,26,Project Manager,MNC,7,5,27,1,Low,3,No,13,3,2,1.2,3,6.4,No,No,0.006
13525,36,Male,Master,18,Software Engineer,MNC,11,5,14,8,High,5,No,7,4,2,9.0,5,5.4,No,Yes,0.909
13526,57,Male,Bachelor,25,ML Engineer,Corporate,7,4,12,10,High,2,Yes,16,1,2,6.2,4,5.6,Yes,No,0.872
13527,53,Male,Bachelor,8,ML Engineer,Startup,6,2,18,2,High,3,No,18,1,4,7.3,1,8.4,Yes,No,0.164
13528,53,Male,Bachelor,27,Project Manager,MNC,11,4,7,9,Medium,2,Yes,16,2,3,3.4,2,5.9,Yes,No,0.57
13529,25,Male,Bachelor,31,ML Engineer,Corporate,6,4,17,7,High,1,Yes,11,5,2,9.2,2,7.0,No,Yes,0.752
13530,39,Female,Bachelor,2,ML Engineer,MNC,11,5,4,3,Medium,2,Yes,8,4,4,5.0,5,6.5,Yes,Yes,0.557
13531,40,Female,Master,31,ML Engineer,Startup,9,2,20,4,Low,5,Yes,11,3,2,6.8,1,4.6,No,No,0.456
13532,56,Male,Bachelor,4,ML Engineer,MNC,8,2,6,3,High,2,No,7,5,2,9.5,5,8.3,Yes,No,0.601
13533,35,Male,Master,7,Data Analyst,Corporate,11,2,4,6,Medium,1,No,13,5,3,9.2,1,4.9,Yes,No,1.0
13534,54,Male,Bachelor,13,Data Analyst,MNC,11,1,24,9,Low,4,Yes,14,4,2,6.4,4,7.1,Yes,Yes,0.737
13535,35,Female,PhD,2,HR Executive,MNC,10,2,18,10,Medium,5,Yes,19,3,4,1.7,2,7.7,No,No,0.26
13536,55,Female,Master,23,Software Engineer,MNC,10,5,24,9,High,3,No,8,4,4,9.5,3,7.5,Yes,No,0.76
13537,25,Male,Master,12,Project Manager,Startup,9,1,16,1,Low,3,No,8,4,1,9.8,5,7.7,Yes,Yes,0.636
13538,45,Female,Bachelor,28,HR Executive,MNC,10,3,18,10,Low,2,No,17,1,5,1.0,4,7.5,No,No,0.494
13539,50,Female,PhD,7,Data Analyst,Corporate,10,6,3,6,Low,3,Yes,19,3,2,4.5,2,6.3,Yes,Yes,0.515
13540,40,Male,Master,30,Data Analyst,MNC,6,4,21,1,Medium,1,Yes,5,5,2,5.5,4,8.1,No,No,0.314
13541,27,Male,Master,25,Data Analyst,MNC,10,2,25,4,Medium,3,Yes,4,4,4,0.9,3,8.1,Yes,Yes,0.107
13542,54,Female,Master,17,HR Executive,MNC,10,3,23,7,Medium,2,No,11,2,2,1.9,1,6.2,No,No,0.397
13543,40,Female,Master,17,Data Analyst,Startup,9,2,6,4,Low,3,Yes,11,3,4,5.4,1,6.4,Yes,Yes,0.27
